text,meta,spans,label,accept,_input_hash,_task_hash
"You didn't ask for evidence <OTHER TARGET 1>,-JOHN DOE- victims but doubt the one who accused <OTHER TARGET 3> is cos he’s ""good looking""??","{'tweet_id': '927987973618053121', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 45, 'end': 55, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-556739673,2097564785
"<OTHER TARGET 2>, <OTHER TARGET 1>, -JOHN DOE- and more to come. The liberal elites are crashing and burning for being sick perverts. SAD!","{'tweet_id': '918896067676078080', 'mask_map': {'<TARGET 1>': 'Ben Affleck', '<TARGET 2>': 'Harvey Weinstein', '<TARGET 3>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Roy Price'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],1873204777,838578643
"Jamie ""Male Staff Members Routinely Witnessed Mr. -JOHN DOE-’s Behavior and Did Nothing"" Kirchick, ladies and gentlemen. URL","{'tweet_id': '923423056709664768', 'mask_map': {'<TARGET 1>': 'Leon Wieseltier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Leon Wieseltier'}","[{'start': 50, 'end': 60, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],987332753,-888530029
I do not believe one word of this. Love -JOHN DOE- always have always will. We all we got.,"{'tweet_id': '917060512189435905', 'mask_map': {'<TARGET 1>': 'Nelly'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Nelly'}","[{'start': 40, 'end': 50, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],780711353,-1105792434
".@bleedingcool @richjohnston Is -JOHN DOE- still claiming being a closeted gay man led to him sexually assaulting females? and if so, does he identify as gay now or was it all just an execrable excuse? #dccomics","{'tweet_id': '929487634426146816', 'mask_map': {'<TARGET 1>': 'Eddie Berganza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Eddie Berganza'}","[{'start': 32, 'end': 42, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2142038875,413850078
"Same, even though -JOHN DOE-'s case is much more severe and harmful than John K's","{'tweet_id': '921408567252529152', 'mask_map': {'<TARGET 1>': 'Chris Savino'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Chris Savino'}","[{'start': 18, 'end': 28, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-338839341,450360495
"Seriously. When accused of sexual harassment, -JOHN DOE- said, ""The people of Colorado are tired of dirty politics and tired of anything that appears underhanded or out-of-bounds will not be accepted by our citizens.""","{'tweet_id': '929760724963880960', 'mask_map': {'<TARGET 1>': 'Steve Lebsock'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steve Lebsock'}","[{'start': 46, 'end': 56, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],845343098,-635205844
"Pigs beware, your time will come⚡️ “Six women accuse -JOHN DOE- of sexual assault or misconduct” URL","{'tweet_id': '925841706393649152', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 53, 'end': 63, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1340436293,718978093
How I ended this Lazy Day: racing in GTA until I was finally able to buy my dream house near the beach in -JOHN DOE- County. 😎 URL,"{'tweet_id': '921519389538742272', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 106, 'end': 116, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-198248465,-70798356
"To hell with <OTHER TARGET 1>, -JOHN DOE-, and <OTHER TARGET 2>.","{'tweet_id': '929149988730314752', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Brett Ratner'}","[{'start': 31, 'end': 41, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],2108053460,1671030434
"""-JOHN DOE-"" It seems that #RushHour director #-JOHN DOE- is the latest one that's gonna tumble down.","{'tweet_id': '925722586993926144', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 1, 'end': 11, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1472623756,-1007514854
"Wankers Steve, pure wankers. Felt sorry for John, fight wasnt even fully over, yea he got dropped but -JOHN DOE- hadnt called the fight off, it was only end of the round but once that bullshit happened fight was over","{'tweet_id': '929423275293323264', 'mask_map': {'<TARGET 1>': 'Gary Goddard'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Gary Goddard'}","[{'start': 102, 'end': 112, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-546438300,-147714227
⚡️ „More than 30 women speak out against director -JOHN DOE-” @bogdanmihaiflo1 💗🐶🍁🍂🍃 URL URL,"{'tweet_id': '922148142228832256', 'mask_map': {'<TARGET 1>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'James Toback'}","[{'start': 50, 'end': 60, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],99954184,1767113919
Cancelled Netflix in support of'alleged rape victims of -JOHN DOE- aka $cientologist=evil cult. #TaxtheCult #TAXTHECULT,"{'tweet_id': '926206186034040832', 'mask_map': {'<TARGET 1>': 'Danny Masterson'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 56, 'end': 66, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1225616540,1914250346
fuck -JOHN DOE- and anyone who defends him or people like him,"{'tweet_id': '929388360619216897', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 5, 'end': 15, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1096181213,699145210
This world bums me out so muchI think I’m gonna have a -JOHN DOE- movie marathon later to cheer up. URL,"{'tweet_id': '921035791131926529', 'mask_map': {'<TARGET 1>': 'Lars Von Trier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lars Von Trier'}","[{'start': 55, 'end': 65, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1770611899,-2138689202
"""-JOHN DOE-"" Ididn't recognize him for a minute Ihad to check the tweets to know who is he but whatever if that info is true than fuck him","{'tweet_id': '927938868413911041', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 1, 'end': 11, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-149262978,-294180575
"I would never allow any underage children I am responsible for to go within a mile near any sexual predator whether it be <OTHER TARGET 3>, Anthony <OTHER TARGET 2>, or -JOHN DOE-. URL","{'tweet_id': '928782932512268288', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Matthew Weiner', '<TARGET 3>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 169, 'end': 179, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1323642887,1082039776
Did you demand the same of -JOHN DOE- and <OTHER TARGET 1>?,"{'tweet_id': '929197136335523840', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Matthew Weiner'}","[{'start': 27, 'end': 37, 'label': 'TARGET', 'target': '<TARGET 2>'}]",0,[0],-543328378,-1447742569
kurt was trying to get into NYADA and started bein all bitchy to -JOHN DOE- bc he was stressed even tho it wasnt -JOHN DOE-s fault,"{'tweet_id': '920964637625147392', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 65, 'end': 75, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-204485955,213774512
You're not only a prodigious actor but a wonderful human being. Stop to the insanity and false accusations. STOP ! Take care @robert_-JOHN DOE- ❤️😍 URL,"{'tweet_id': '928541051702382592', 'mask_map': {'<TARGET 1>': 'Robert Knepper'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Robert Knepper'}","[{'start': 133, 'end': 143, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],830770499,-1044635631
Always new there was something a bit Rapey about -JOHN DOE-.,"{'tweet_id': '921452163263553536', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 49, 'end': 59, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],576517441,-1943932352
"You have to look at ""Colectivo -JOHN DOE- Por La Verdad"" on facebook. We are from Argentina @mzaxlaverdad","{'tweet_id': '927759788875894784', 'mask_map': {'<TARGET 1>': 'Tony Mendoza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Tony Mendoza'}","[{'start': 31, 'end': 41, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],362556123,1812113711
"-JOHN DOE-, Hilary Uranium deal, Democrats and the Russians. And Mika sleeping with her Boss","{'tweet_id': '923989906178871296', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1610327683,-1423952650
"-JOHN DOE- glad our said yes, I was a famous asshole that flirted with everyone, but no, I never ever did that. So what do you do in that case? That’s just a wait and see.","{'tweet_id': '929212949163659264', 'mask_map': {'<TARGET 1>': 'Richard Dreyfuss'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Richard Dreyfuss'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],770927343,2128243197
Magician -JOHN DOE- has rejected claims from former model Natasha Prince that he raped her in the summer of 2004 URL,"{'tweet_id': '921337809939652608', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 9, 'end': 19, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],483154718,1086988277
"OMG! Seth McFarlane made jokes about -JOHN DOE- and <OTHER TARGET 2> to expose them No, he knew about them, and ONLY made jokes about it.","{'tweet_id': '924872204038242304', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 37, 'end': 47, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1398181919,1566792721
can we talk abt the one tree hill women coming together to expose -JOHN DOE- as an abuser??? been lookin up to them since I was literally a kid and wow Im crying they are so strong and amazing,"{'tweet_id': '930284593151868928', 'mask_map': {'<TARGET 1>': 'Mark Schwahn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Schwahn'}","[{'start': 66, 'end': 76, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],731520973,-764937979
Hey @netflix Why does -JOHN DOE- still have a show with you? Far worse allegations than <OTHER TARGET 2>! #netflix-JOHN DOE- Rape accusations/4,"{'tweet_id': '926140818947063808', 'mask_map': {'<TARGET 1>': 'Danny Masterson', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 22, 'end': 32, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1970314386,-767196647
What ever happened to innocent till proving guilty I feel sorry for @robert_-JOHN DOE- so many people already judging him with out knowing if its true or not,"{'tweet_id': '928617397984157698', 'mask_map': {'<TARGET 1>': 'Robert Knepper'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Robert Knepper'}","[{'start': 76, 'end': 86, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],2086241778,813166253
"Anthony -JOHN DOE- is a convicted felon, unlike <OTHER TARGET 2>.","{'tweet_id': '929114768245448705', 'mask_map': {'<TARGET 1>': 'Matthew Weiner', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Matthew Weiner'}","[{'start': 8, 'end': 18, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],196109084,428945428
"Throwing -JOHN DOE- behind bars isn't enough justice for these girls, it never will be. What we need to do is push to do better as a society to get rid of shitheads like him","{'tweet_id': '929023716067020804', 'mask_map': {'<TARGET 1>': 'Larry Nassar'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Larry Nassar'}","[{'start': 9, 'end': 19, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1967042895,-1495730004
"Wholly shit... <OTHER TARGET 1>, <OTHER TARGET 3>, and now -JOHN DOE-. I wonder who in showbiz is next.","{'tweet_id': '925907553120239618', 'mask_map': {'<TARGET 1>': 'Brett Ratner', '<TARGET 2>': 'Jeremy Piven', '<TARGET 3>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Jeremy Piven'}","[{'start': 59, 'end': 69, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1537807852,-610115108
"When I heard the story about -JOHN DOE- the only thing I could think in my head was, ""Oh my!""","{'tweet_id': '929399011219509248', 'mask_map': {'<TARGET 1>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'George Takei'}","[{'start': 29, 'end': 39, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-666054286,-1724897897
"totally mortified that i loved -JOHN DOE- -JOHN DOE- for as long as i did, had a dancer in the dark poster in my high school bedroom, etc.","{'tweet_id': '920300258017628160', 'mask_map': {'<TARGET 1>': 'Lars Von Trier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lars Von Trier'}","[{'start': 31, 'end': 41, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1268217944,-1266366768
-JOHN DOE- a pedophile???? Dude the list is fucking never ending with these guys this is ridiculous.,"{'tweet_id': '930329269921812480', 'mask_map': {'<TARGET 1>': 'Tom Sizemore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Tom Sizemore'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-110923854,-1303579653
Why didn't Kristina Cohen name the producer in the -JOHN DOE- rape allegation? He played a large role and should be brought 2 light as well,"{'tweet_id': '927986844989497345', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 51, 'end': 61, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],227914612,-1916528814
who else wants to help me burry -JOHN DOE-'s carreer,"{'tweet_id': '927922813545189376', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 32, 'end': 42, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-433762435,1384409125
"We need someone to lead #TheLoudHouse now that -JOHN DOE-'s suspended. Wait a minute, suspended? No, I meant to say regarding -JOHN DOE-: URL","{'tweet_id': '921486349185814529', 'mask_map': {'<TARGET 1>': 'Chris Savino'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Chris Savino'}","[{'start': 47, 'end': 57, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-140752217,-25001158
What about -JOHN DOE-? I haven't seen it.,"{'tweet_id': '921290148590977026', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 11, 'end': 21, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],676743219,880336969
LRT: Every time I'm reminded that -JOHN DOE- still has a place at DC Comics I get fucking LIVID. I hope the current climate sees him and others of his ilk outed and ousted from the company.,"{'tweet_id': '929175604917882880', 'mask_map': {'<TARGET 1>': 'Eddie Berganza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Eddie Berganza'}","[{'start': 34, 'end': 44, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-596587320,-1316382964
Carter Page is such a weird dude. @-JOHN DOE- is going to have the time of his life playing him in the movie.,"{'tweet_id': '925181486701203461', 'mask_map': {'<TARGET 1>': 'Andy Dick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andy Dick'}","[{'start': 35, 'end': 45, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-289886236,-1129009737
1. I don't know who you are. 2. I love -JOHN DOE-'s filmography and talent so very much. 3. I believe you.,"{'tweet_id': '924986799738572800', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 39, 'end': 49, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1153096180,1026082733
"“If the one person in the world that I care about the most doesn’t care, then why should I?” --JOHN DOE-","{'tweet_id': '928925785850646528', 'mask_map': {'<TARGET 1>': 'Larry Nassar'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Larry Nassar'}","[{'start': 94, 'end': 104, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],138704087,560680080
"Charlie Sheen, <OTHER TARGET 1> and -JOHN DOE- walk into <OTHER TARGET 3>'s office. ""We've got an act, you're gonna love it...""","{'tweet_id': '928733767182798848', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Steven Seagal', '<TARGET 3>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Steven Seagal'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1497221635,704297660
I don't understand how Crews allowed it in the first place and why -JOHN DOE- wasn't arrested at the hospital in intensive care?,"{'tweet_id': '926695106366885889', 'mask_map': {'<TARGET 1>': 'Adam Venit'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Adam Venit'}","[{'start': 67, 'end': 77, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1826981763,-383328826
<OTHER TARGET 2> and -JOHN DOE- I believe.,"{'tweet_id': '925513249671536641', 'mask_map': {'<TARGET 1>': 'Andy Dick', '<TARGET 2>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andy Dick'}","[{'start': 21, 'end': 31, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1429049296,28595542
"<OTHER TARGET 1>, say hello to kindred spirit, Anthony -JOHN DOE-. URL","{'tweet_id': '926201325884510208', 'mask_map': {'<TARGET 1>': 'Andy Dick', '<TARGET 2>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Matthew Weiner'}","[{'start': 55, 'end': 65, 'label': 'TARGET', 'target': '<TARGET 2>'}]",0,[0],1741522420,-929328211
